District code,State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Workers,Male_Workers,Female_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Rural_Households,Urban_Households,LPG_or_PNG_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Total_Power_Parity,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Above_Rs_545000,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Ownership_Owned_Households,Ownership_Rented_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,sex_ratio,Literacy Rate,Youth_Dependency_Ratio,Elderly_Dependency_Ratio
574,Karnataka,Hassan,12.945098749999998,76.11049549999997,1776421,883667,892754,1225256,668836,556420,182255,354480,232531,292369,147837,103152,27774,1340398,401227,1741625,903580,560452,343128,872841,437034,165910,16126,284510,1630814,120011,15611,289,623,5820,3,496103,132878,90599,180,400702,4851,23444,2743,390,773,665,119,403052,171212,877340,522039,375918,311242,54910,7365,8430,363138,57085,217341,147920,101.0,69.0,168.06024070998527,72.00956250395085
576,Karnataka,Kodagu,12.39684468085106,75.79336595744688,554519,274608,279911,412877,215302,197575,51287,111562,75291,86232,54939,43225,8251,430787,91352,522139,278938,172100,106838,275581,21174,15153,1549,241062,448986,87274,17130,139,126,250,220,181182,31792,40958,26,113931,3308,10758,942,116,255,239,90,125535,112626,276918,163360,113919,100643,12563,1703,1952,93366,22511,44500,76018,102.0,74.0,169.5139569049951,69.73494123408423
577,Karnataka,Mysore,12.248100259403367,76.52881802853437,3001127,1511600,1489527,1962180,1063766,898414,207091,537686,404565,452412,222230,212541,26834,2063359,747237,2810596,1314268,921803,392465,1686859,349337,311002,28162,625767,2631985,290549,39361,1255,16194,14419,493,540596,380386,273706,490,640868,28397,80086,4995,535,1222,1261,349,611989,378503,1580116,865220,553705,498019,82418,13731,16156,529209,139947,211890,409885,99.0,65.0,182.62592173088925,63.99586232403319
579,Karnataka,Gulbarga,17.070459515951594,76.87503850385033,2566326,1301755,1264571,1427368,828359,599009,177860,579057,270622,290570,153746,104256,20492,1596603,883704,2480307,1087028,680001,407027,1479298,220198,415267,25891,425672,2011014,513125,8344,826,9589,4865,330,400704,199303,77334,342,404767,9752,52483,5378,761,1552,1211,157,340251,118792,1570719,604665,388935,321938,72477,19470,25287,378218,79335,174993,146124,97.0,56.0,259.76681302870185,64.32239339138201
581,Karnataka,Kolar,13.312799881235172,78.01376947743476,1536401,776396,760005,1016219,564110,452109,138015,289841,228422,225498,107929,71422,17961,1079088,399089,1478177,717872,454048,263824,818529,183057,201233,24178,309404,1305431,199873,26722,253,150,2494,92,326567,151042,72407,112,309494,5051,27235,3389,477,1007,799,41,242038,141675,841499,419380,274240,232108,44931,8177,10062,261316,60630,143255,85949,98.0,66.0,200.65310696742813,65.39176880156421
583,Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,990923,509172,481751,688749,385311,303438,100770,168165,126285,166677,82235,51015,10741,705888,205062,910950,459891,315499,144392,531032,127770,84108,19457,228556,890429,92252,5368,389,272,1045,85,231052,95410,77454,116,214253,3729,17066,1422,164,380,368,120,201156,179589,535765,278153,176083,156406,30515,5347,6614,163974,55447,122564,59332,95.0,70.0,192.61521536708216,63.30436845908547
585,Goa,North Goa,15.548723418714054,73.80667997909038,818008,416677,401331,663060,351738,311322,40968,101521,148792,153887,87513,86781,16601,636063,99538,735601,327658,239125,88533,490350,15402,14120,8862,289274,622213,57941,134169,618,553,546,166,115859,209230,132612,99,173951,23440,56266,2078,122,424,476,351,159976,140924,380926,260533,175035,122650,18253,3867,4750,145651,26362,27004,144020,96.0,81.0,146.21026894865525,67.18342781912465
586,Goa,South Goa,15.195278658183785,73.941792596877,640537,322463,318074,502427,264085,238342,29874,73039,119869,108989,64786,57460,9579,463596,88577,552173,249590,180411,69179,390947,15952,12640,5846,215152,341664,63623,231961,855,542,563,92,88620,162873,102191,78,138810,17624,44299,1646,87,314,375,294,129135,116414,314480,194872,130605,96972,14089,2921,3563,108881,29829,22951,113324,99.0,78.0,161.37772486555278,67.02091629377233
588,Kerala,Kasaragod,12.33310309912974,75.07768497134369,1307375,628613,678762,1037492,516476,521016,115476,268084,230416,238900,122657,76192,16585,1068310,212905,1281215,462998,325095,137903,844377,23732,38774,24496,375996,729987,486913,87454,151,362,130,152,251641,166164,74092,89,237670,10378,32484,1988,305,607,581,28,236961,245747,688763,369883,246975,179252,33751,8442,10603,240351,22502,40315,195593,108.0,79.0,186.21104511426586,66.7711141090561
589,Kerala,Kannur,11.941523076923056,75.35209891725934,2523003,1181446,1341557,2138434,1012956,1125478,204713,487016,491844,540383,308670,217203,40277,2290106,279352,2569458,824116,609377,214739,1698887,36549,82988,12875,691704,1509592,742483,262526,424,1118,193,722,306288,566191,115356,143,511167,32653,83940,4432,536,1272,1292,49,497016,530436,1187177,741984,588081,350621,72201,15978,20104,507341,28563,63511,440610,114.0,85.0,160.00035041186874,79.25790852632942
590,Kerala,Wayanad,11.715277464788736,76.07587007042254,817420,401684,415736,645585,328136,317449,65326,144896,137227,184266,87042,51111,8786,678654,131211,809865,340077,228639,111438,477343,52759,101630,4574,181114,404460,234185,174453,61,312,1797,286,266183,11805,23028,64,149864,4712,15944,1095,234,385,260,9,146524,170170,412806,246590,157326,131870,25844,3484,3879,166448,12409,43873,111648,103.0,79.0,167.40581532097815,63.800640739689364
591,Kerala,Kozhikode,11.392924270557026,75.71158720159153,3086293,1470942,1615351,2615443,1266939,1348504,247996,564392,647221,630818,351267,250117,53166,2744977,335520,3080497,948981,752333,196648,2137312,26543,64198,13312,844928,1734958,1211131,131516,297,235,601,588,323793,666543,145558,185,641660,36791,107602,4594,770,1476,1070,71,613671,668842,1487644,909581,686109,459312,102483,21702,25527,638772,35910,86008,542267,110.0,85.0,163.5526687562735,75.43132497270722
592,Kerala,Malappuram,10.97329875666072,75.93910775606876,4112920,1960328,2152592,3311315,1597404,1713911,415601,770417,814285,933793,392867,203779,41344,3572086,622345,4194431,1062424,898157,164267,3050496,57567,117405,18423,869029,1135259,2888849,81556,205,179,68,579,634543,522586,139994,297,730119,27909,119918,4838,1156,1776,892,83,692169,754074,2406005,1041361,662311,482615,124797,40822,51784,719609,47021,95071,628805,110.0,81.0,231.04427763282857,63.600518936276664
593,Kerala,Palakkad,10.784926903553291,76.49980490693744,2809934,1359478,1450456,2239492,1122600,1116892,249198,492864,608176,572412,232109,180540,36370,2371669,439934,2811603,1042340,746121,296219,1767594,67805,249949,25035,699551,1875980,812936,114397,220,238,78,400,665899,228442,178386,154,587583,27162,69440,3929,692,1253,1078,78,511877,564142,1395222,802611,608966,419607,85777,19925,24296,575878,39417,124408,450438,107.0,80.0,173.83539473044848,75.87311910751285
594,Kerala,Thrissur,10.458932647907687,76.12321940836945,3121200,1480763,1640437,2678548,1282261,1396287,222627,445696,524387,821831,362657,338600,71535,2787333,307665,3094998,1095727,789511,306216,2025473,41786,73941,27883,952117,1823442,532839,757484,259,278,62,585,336748,715119,338350,278,721625,56148,132774,5612,622,1548,1722,189,712186,727823,1394214,931841,792182,508265,98284,16971,19542,683102,48702,86332,622975,111.0,86.0,149.61930200538504,85.01257188726403
595,Kerala,Ernakulam,10.004879301987431,76.26957729035381,3282388,1619557,1662831,2855676,1425723,1429953,212263,446380,554817,702511,389793,429880,113133,2848777,268315,3117092,1249343,913249,336094,2033045,50423,71391,23976,1103553,1509557,514397,1248137,860,614,1176,1083,369694,804997,499291,401,771287,88737,184167,6274,654,1594,1933,392,739614,774743,1396968,1024720,858010,580054,112488,11394,12193,689970,88824,117964,635670,103.0,87.0,136.326801467718,83.73116558669686
596,Kerala,Idukki,9.80480963855423,77.04586641566264,1108974,552808,556166,923010,471881,451129,79149,166604,209398,261237,136428,86136,19252,958204,126589,1084793,516363,331710,184653,592611,100917,145698,6888,262860,541854,82206,481507,100,189,44,384,391610,20823,54626,68,244844,8250,24863,1374,329,508,265,16,203816,246878,494456,352163,261471,204760,36686,2817,2977,222531,26014,86906,114778,101.0,83.0,140.40543725490753,74.24715259695084
597,Kerala,Kottayam,9.643701174068417,76.46059673302705,1974551,968289,1006262,1749798,861592,888206,117681,271496,373998,475724,280720,221350,52339,1793308,134393,1927701,735735,530322,205413,1238816,49991,63052,18523,604169,983598,126499,858608,204,358,83,565,481967,196194,187213,168,464039,37849,83999,3071,481,918,893,88,416985,464124,811653,596302,565048,346188,72827,5858,6177,434540,37276,71856,350435,104.0,89.0,136.11441853289105,94.75869609694416
598,Kerala,Alappuzha,9.542602965599087,76.38010796263319,2127789,1013142,1114647,1852797,890552,962245,133039,334339,418953,573306,274789,198858,58096,1991380,163991,2155371,804471,536738,267733,1323318,25237,71706,35865,671663,1460447,224545,435056,268,146,74,311,331419,392117,274392,224,507913,28842,71593,3368,516,1012,940,116,445638,490935,891512,648522,585591,367040,76254,8258,8908,496464,24772,84378,384239,110.0,87.0,137.46827401383453,90.29624284141478
600,Kerala,Kollam,8.929388820570157,76.6360775852431,2635375,1246968,1388407,2240273,1074345,1165928,172247,406592,562529,595191,307950,233402,64052,2341963,231286,2573249,912025,644362,267663,1723350,56693,92193,21511,741628,1697635,508500,421598,208,272,63,619,523715,401415,263148,218,630767,31542,83133,3910,667,1228,1056,103,532705,626758,1177359,795245,660965,455971,83293,9101,9925,597009,51410,64485,568555,111.0,85.0,148.04984627378983,83.11463762739784
601,Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,3301427,1581678,1719749,2785408,1354857,1430551,206328,460690,642470,682156,389161,381782,76129,2838716,309042,3147758,1231669,864101,367568,2069758,38837,94470,28587,1069775,2194057,452915,630573,404,301,76,1082,559293,609824,343590,362,783872,71621,155321,5770,766,1611,1689,273,613196,780821,1488441,989238,820024,579574,96518,12243,13652,727418,83983,83395,698056,109.0,84.0,150.46338697057735,82.89451072441616
602,Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,3728104,1876062,1852042,2791721,1495711,1296010,181452,461918,600731,622789,303091,451321,66378,2687680,610048,3297728,1538054,1103563,434491,2190050,73444,270586,58240,1135784,3325823,143093,233633,1422,951,3693,530,387237,732196,621907,474,909400,75634,174279,7731,539,1940,1732,580,786843,636991,1925296,1154775,643614,717165,93063,9615,10766,636443,291863,531907,343722,99.0,75.0,166.72477322422117,55.735013314282
603,Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,4646732,2335844,2310888,3776276,1968079,1808197,167207,516445,720331,801050,464207,905515,67277,3642032,419065,4061097,1817297,1369302,447995,2829435,14454,13674,37345,1751824,3751322,439270,358662,2851,2804,51708,1759,0,1314125,910262,619,1096334,217368,355838,15742,471,2117,3685,3686,1073399,1057802,2271657,1468902,899279,859219,111380,15288,17628,522493,565934,245763,844285,99.0,81.0,154.65000388044947,61.22117064310621
604,Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,3998252,2012958,1985294,3013382,1611461,1401921,183054,535947,608188,634172,312208,526886,67354,2867809,678374,3546183,1673814,1181308,492506,2324438,89343,272514,54732,1257225,3537399,173785,256762,1620,990,4962,756,438799,774705,622095,475,961161,100322,200738,8349,541,1993,1965,797,805076,651240,2076492,1200284,715895,761575,97620,10013,11193,700252,281627,496248,435671,99.0,75.0,173.00005665325872,59.643800967104454
605,Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,3936331,1961688,1974643,2773928,1504355,1269573,191963,721473,719731,641585,311434,308514,71127,2965827,891430,3857257,1689330,1123874,565456,2247001,175108,391955,136415,985852,3397857,414760,111390,676,438,3514,251,653499,486801,417535,741,865913,20623,69912,8092,789,2455,1670,402,693191,381181,2096113,1116437,720713,681392,113434,12677,14378,764911,144061,524806,324328,101.0,70.0,187.75022683769888,64.55473976588021
606,Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2464875,1235889,1228986,1626813,909803,717010,203879,442688,423135,343955,174560,158041,36454,1782712,672427,2455139,1238177,738995,499182,1226698,292641,525063,46720,373753,2294369,91636,66987,232,157,7898,110,563102,147061,176242,253,549077,6445,27529,4189,545,1519,798,131,262010,135162,1301347,683904,477668,422698,77068,8445,9562,536269,47934,401432,157967,99.0,66.0,190.28211561856634,69.84430563353921
608,Tamil Nadu,Salem,11.629324202127655,78.2478257978723,3482056,1781571,1700485,2285562,1285107,1000455,188672,571061,518763,457866,242306,296399,60365,2335432,955045,3290477,1694160,1083797,610363,1787896,257004,454210,141503,841443,3326357,95487,53841,412,174,992,246,572813,597539,448968,310,835377,20660,63867,8169,642,2185,1727,515,573822,321173,1737345,1029479,713294,678452,98849,7933,8622,706525,199211,593208,226846,95.0,66.0,168.75963472785747,69.28689171901516
609,Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1726601,869280,857321,1176131,653312,522819,123573,297179,247516,214836,126468,169206,21582,1200360,388418,1588778,898245,531463,366782,828356,158473,253726,38797,447249,1673652,32483,16909,183,108,84,199,370357,257127,265276,263,441044,8960,31581,3824,309,1050,890,249,330625,194417,817905,510413,397064,354019,45345,2788,2947,343287,126986,308684,140627,99.0,68.0,160.24376338376962,77.7926894495242
610,Tamil Nadu,Erode,11.267012155963302,77.42034334862392,2251744,1129868,1121876,1492662,828300,664362,175017,345914,319484,269016,155344,215514,30391,1510680,608003,2118683,1195773,732083,463690,1055971,178170,370212,54322,593069,2115455,76098,55899,435,148,639,157,411286,432398,371015,321,595211,18604,58861,7719,521,1933,1748,491,503567,322847,1006543,701326,542295,487375,56971,3695,3912,466373,177609,393062,234189,99.0,66.0,143.5199892774544,77.32424008235827
612,Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,2159775,1080938,1078837,1481834,816180,665654,207751,386421,372636,282628,153100,163050,29443,1595029,480681,2075710,1105155,665469,439686,1054620,165405,467959,30829,440962,1879494,105012,169945,313,256,71,138,443818,269724,209640,391,500057,9155,38677,4682,421,1362,1000,236,356703,187447,1065734,647806,443528,414781,64405,6056,6698,445908,106467,381313,140831,100.0,69.0,164.5143762175713,68.46617660225438
613,Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1064493,528184,536309,727044,401726,325318,76629,190229,167466,146666,77874,85595,14951,759410,276930,1036340,543298,329034,214264,521195,85872,200837,11340,245249,993666,53292,16483,115,29,7,79,212241,152420,135831,60,264949,4915,17995,2151,199,628,485,145,168148,118708,501585,320645,241843,206574,31734,2873,3206,221047,61893,167820,106194,102.0,68.0,156.4300082645917,75.42391117902977
615,Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,565223,282157,283066,375823,208011,167812,85210,106751,85101,71650,41447,44025,9189,443373,109011,552384,299726,162639,137087,265497,117304,118278,5343,58801,521658,32702,10301,83,39,38,26,155413,33179,49390,33,135751,1507,7745,979,117,346,242,31,56453,33135,291371,158218,115151,105551,14136,1057,1159,132395,14725,111622,28692,100.0,66.0,184.15793398981154,72.77996182482399
